,artist_name,track_name,track_id,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
612613,The Kid LAROI,I Can't Go Back To The Way It Was (Intro),4gpfihcTO7NKPFsn3Vl4fq,71,pop,0.439,0.43,10,-9.033,1,0.121,0.868,0.00145,0.115,0.15,146.73,5
377785,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,71,dance,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,4
85736,Drake,"Hold On, We're Going Home",2aSC2xhRxOLiiZZVjhbylH,71,hip-hop,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,4
617262,Marcos & Belutti,Saudade Digitando - Ao Vivo,6DyMzG7o8CKHPief9ayvmm,71,sertanejo,0.714,0.762,6,-3.175,1,0.0371,0.401,0.0,0.118,0.901,149.929,4
550157,Kevi Jonny,Te Love - Ao Vivo,6TnCI16uLWhyQCrHva9VWj,71,forro,0.774,0.917,1,-3.007,1,0.049,0.259,0.0,0.355,0.891,130.003,4
560297,Tornillo,Morena,03NjizgksFxcj3JpxLh3vn,71,hip-hop,0.895,0.744,8,-7.046,0,0.26,0.38,0.0,0.155,0.924,146.02,4
605230,Gorillaz,Oil (feat. Stevie Nicks),36MGfjOTOwx1udRX5dDnoJ,71,hip-hop,0.631,0.942,5,-3.713,1,0.0661,0.000232,6.13e-05,0.183,0.354,127.025,4
414437,Idina Menzel,Into the Unknown,3Z0oQ8r78OUaHvGPiDBR3W,71,show-tunes,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,5
605246,Kevin Roldan,S.E.X.O,48UX3JH23V6syy4kAkGfhn,71,hip-hop,0.704,0.645,0,-6.251,1,0.241,0.216,0.0,0.337,0.732,166.079,4
384329,Melanie Martinez,High School Sweethearts,7FwWRSAlhfyhbvybdfDUCe,71,electro,0.648,0.639,10,-6.415,0,0.123,0.453,0.0,0.283,0.44,94.033,4
384335,FINNEAS,Let's Fall in Love for the Night,6I0KEvFfWszVJiCy5hum4V,71,electro,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.918,4
551155,Gambi,PETETE,0z3bi63SNZ5ylyHOzb81Uq,71,french,0.752,0.669,10,-9.817,0,0.251,0.167,0.0,0.0795,0.627,155.997,4
385208,XXXTENTACION,Ex Bitch,40KuvsFD0zpUFuCcmt5Xm0,71,emo,0.835,0.462,7,-6.227,1,0.155,0.513,0.0,0.0875,0.702,78.99,4
410162,Dayglow,Hot Rod,5euumi7eqEgmxvCIJw2pSp,71,rock,0.707,0.768,7,-7.072,1,0.0323,0.0279,0.000292,0.169,0.832,139.985,4
605380,Andy Rivera,No Pinto Pajaritos,3uvgwwqNvWHc7S32PvPD7r,71,hip-hop,0.824,0.676,0,-2.914,1,0.279,0.0215,0.0,0.0791,0.703,180.094,4
614803,Walk Off the Earth,My Stupid Heart,3UZDl7g2r84o1b5marUjfK,71,rock,0.745,0.681,7,-7.91,1,0.0361,0.0696,0.0,0.164,0.613,115.0,4
406688,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",2Fv2injs4qAm8mJBGaxVKU,71,pop-film,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368,4
551830,Os Quebradeiras,Pagodão do Birimbola (Tchubirabirom),24llggQslFoCamLMIg3Jka,71,funk,0.885,0.925,1,-6.631,1,0.056,0.283,0.00109,0.0534,0.963,140.043,4
387819,Ninho,La vie qu'on mène,0Jh6iWjna1wk5le0Ahn7No,71,french,0.8,0.756,7,-4.4,0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,3
612623,Clinton Kane,DANCING ALL ALONE,3vHKqg3WDgtWA5unl5layh,71,pop,0.404,0.576,5,-5.803,1,0.244,0.0693,3.8e-06,0.551,0.489,145.934,4
612621,Benson Boone,Sugar Sweet,5ZzaQW3InamKZ0KdJVQ1GO,71,pop,0.538,0.826,2,-2.945,1,0.255,0.0331,0.0,0.0637,0.62,170.066,4
1122540,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),3rfhI32Il2hVRKDkuGeeen,71,dance,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,4
552015,Mc Pikachu,É Piru nas Meninas - Medley das Antigas,0TdK5nwfcmX9smiLXJEeFp,71,funk,0.738,0.923,7,-0.85,1,0.338,0.699,2.02e-05,0.365,0.773,86.584,5
406469,Sam Smith,How Do You Sleep?,6b2RcmUt1g9N9mQ3CbjX2Y,71,pop,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,5
406468,James TW,When You Love Someone,0TXNKTzawI6VgLoA9UauRp,71,pop,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,4
32080,Chief Keef,I Don't Like,1h6kgem1ai8vUgO1rZOwfB,71,hip-hop,0.742,0.844,2,-4.622,1,0.0479,0.000634,0.0,0.0659,0.416,131.986,4
399071,Faye Webster,Kingston,5WbfFTuIldjL9x7W6y5l7R,71,indie-pop,0.73,0.355,10,-9.13,0,0.0359,0.154,0.00155,0.117,0.56,142.143,4
32075,Kendrick Lamar,Poetic Justice,2P3SLxeQHPqh8qKB6gtJY2,71,hip-hop,0.779,0.572,6,-9.985,0,0.378,0.157,0.0,0.246,0.647,135.956,4
560233,Lil Baby,Pop Out (feat. Nardo Wick),0VOMBffX1llDu37yQUt3u3,71,hip-hop,0.474,0.576,1,-6.963,1,0.257,0.00248,0.000309,0.174,0.285,157.947,4
560232,Kodak Black,Love & War,293mQGfVwgXIOdA1GpiwAt,71,hip-hop,0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,4
399081,Cavetown,Boys Will Be Bugs,6suYoN4gFkanqOBn5yRnJC,71,indie-pop,0.486,0.528,1,-11.722,1,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,4
406407,Daniel Caesar,CYANIDE,3uouaAVXpQR3X8RYkJyitQ,71,pop,0.589,0.652,10,-7.498,1,0.373,0.704,0.00055,0.125,0.486,158.49,4
553384,Miksu / Macloud,Nachts wach,3kgt8Ys78I6GBZlQrWqZiA,71,german,0.719,0.685,6,-7.083,0,0.257,0.569,0.0,0.263,0.632,136.172,4
399094,Labrinth,When I R.I.P.,2t16D9V5FmmRAJjsSpwvZf,71,indie-pop,0.417,0.551,8,-6.456,0,0.174,0.73,0.00166,0.0907,0.444,87.614,4
553465,Miksu / Macloud,Nachts wach (Lila Wolken Bootleg),5qEGAHerczFt3HmL9lhh4j,71,german,0.667,0.849,10,-4.4,0,0.124,0.165,4.8e-05,0.107,0.752,155.002,4
553467,Miksu / Macloud,Sehnsucht,7xaqxUl08zOg0YNUHokQpq,71,german,0.804,0.645,6,-7.069,0,0.0773,0.642,0.0,0.173,0.912,142.09,4
19001,Wisin & Yandel,Algo Me Gusta De Ti,2FqoR7diymD1Eh7cVb3DMg,71,electro,0.627,0.768,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.953,4
1147448,Christina Perri,Jar of Hearts,0HZhYMZOcUzZKSFwPOti6m,71,pop,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,4
401159,TWICE,Feel Special,3Hz3tTQwOdM6XkA0ALB2G9,71,k-pop,0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981,4
401160,BTS,HOME,6Yc3tjFCVR2bfAQFRTZBef,71,k-pop,0.633,0.799,7,-4.625,0,0.0427,0.0144,0.0,0.194,0.534,142.991,4
401162,BTS,Mikrokosmos,0jSccBRnhNU4KtACMQPvco,71,k-pop,0.579,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.043,3
12136,Calvin Harris,Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,71,dance,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,4
12128,MARINA,Primadonna,4sOX1nhpKwFWPvoMMExi3q,71,dance,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,4
12108,Carly Rae Jepsen,Call Me Maybe,3TGRqZ0a2l1LRblBkJoaDx,71,dance,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4
1773,Thousand Foot Krutch,Courtesy Call,0AOmbw8AwDnwXhHC3OhdVB,71,alt-rock,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,4
1771,Deftones,Rosemary,4FEr6dIdH6EqLKR0jB560J,71,alt-rock,0.285,0.613,5,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,4
402044,Motionless In White,Another Life,0YZEYxd1oiqZRFhnnmTKKi,71,metal,0.39,0.939,4,-3.828,0,0.0787,5.08e-05,0.0,0.0968,0.495,161.997,4
32076,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",4Pwjz3DfvfQWV0rO2V8jyh,71,hip-hop,0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,4
32081,Chief Keef,Hate Bein' Sober,2oHM9KAdFdFvDCaE4V6RST,71,hip-hop,0.82,0.47,8,-7.181,1,0.0458,0.00435,0.0,0.141,0.313,132.003,4
1140285,Kendrick Lamar,A.D.H.D,2Fw5S2gaOSZzdN5dFoC2dj,71,hip-hop,0.609,0.799,9,-6.883,1,0.24,0.33,0.0,0.108,0.582,157.74,4
608249,TOMORROW X TOGETHER,Happy Fools (feat. Coi Leray),77LZvE2XLYn2AW55UxIG8H,71,k-pop,0.698,0.742,7,-5.366,1,0.251,0.158,0.0,0.146,0.545,163.952,4
552022,Oruam,Papo de Agustinho,5cCwZJUf8QiCQGnyakhpmF,71,funk,0.828,0.503,1,-6.925,0,0.125,0.446,0.0,0.139,0.458,111.989,4
552025,MC Cabelinho,NOSSA MÚSICA,1Q1d5yjdXpcedKFJR3p7Ir,71,funk,0.558,0.616,4,-6.021,1,0.352,0.715,0.0,0.154,0.551,91.75,3
552029,Mc Paiva ZS,Doce Veneno,7woVi4HBuv0rsO98Ox2Fcq,71,funk,0.645,0.403,3,-10.809,0,0.344,0.404,0.000199,0.342,0.614,170.034,4
552045,Kotim,Camisa de Time (Desce Só de Label),5oF3fkS6ZVqmb3W5UJc0s8,71,funk,0.678,0.471,7,-8.143,1,0.528,0.432,0.000931,0.0726,0.662,130.223,4
552057,Dj GBR,"Let's Go 3 (feat. MC Marks, Mc Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)",6kNZdlmjH4BQnSUfHeJIuc,71,funk,0.775,0.71,5,-5.635,0,0.377,0.0565,0.0,0.131,0.894,87.027,4
397364,NATTI NATASHA,La Mejor Versión de Mi - Remix,2dy3TKVDEbIeWxeIb8JWqZ,71,hip-hop,0.735,0.712,11,-5.119,0,0.0326,0.732,0.0,0.302,0.894,131.938,4
397365,Arcángel,Infeliz,4z6wo6PJG4Fve45OXK6D9m,71,hip-hop,0.713,0.798,1,-3.147,1,0.219,0.366,4.3e-06,0.246,0.721,176.073,4
552100,Mc Davi,Pagodeiro,3smtwkthoDwPYDtxS3UrIk,71,funk,0.893,0.554,11,-2.405,0,0.134,0.44,0.0,0.107,0.804,120.127,5
406451,Lana Del Rey,Fuck it I love you,7MtVPRGtZl6rPjMfLoI3Lh,71,pop,0.534,0.452,9,-10.732,0,0.0359,0.895,0.00165,0.125,0.175,129.974,4
33749,Alex G,Mary,5T0Ib1Hjhsua7qbGTczU7j,71,indie-pop,0.693,0.467,4,-9.558,0,0.043,0.0497,0.452,0.107,0.402,105.958,4
560261,Jack Harlow,Churchill Downs (feat. Drake),3EMp20j5E42MxfFbsEsIvD,71,hip-hop,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4
560256,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),0g2Bbgy7P41pFjMWJuzsf4,71,hip-hop,0.718,0.461,4,-7.676,0,0.0797,0.068,0.0,0.283,0.181,129.953,4
406432,Harry Styles,"Sunflower, Vol. 6",6iYMfxznTBlcVOgRHab2W0,71,pop,0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,4
32153,Canserbero,Es Épico,2kd0T6zgABT8P0s2h9QU5O,71,hip-hop,0.665,0.816,0,-6.753,1,0.266,0.448,0.0,0.297,0.745,93.37,4
406422,Ariana Grande,needy,1TEL6MlSSVLSdhOSddidlJ,71,pop,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,4
1140518,Anirudh Ravichander,Idhazhin Oram - The Innocence of Love,6NwEpX2JUWHVKWfDDfcqC4,71,hip-hop,0.65,0.783,7,-6.197,0,0.0377,0.22,3.71e-06,0.182,0.302,109.959,4
560249,Lil Durk,What Happened To Virgil (feat. Gunna),7ohROa13QK43JBRqfCmz4P,71,hip-hop,0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,4
406411,Taylor Swift,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,71,pop,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,4
406410,Noah Cyrus,July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,71,pop,0.708,0.211,9,-9.603,0,0.0424,0.853,0.0,0.131,0.362,72.5,4
560243,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",3zakx7RAwdkUQlOoQ7SJRt,71,hip-hop,0.541,0.619,1,-8.746,0,0.254,0.167,0.00633,0.144,0.491,163.908,4
560241,JID,Dance Now (feat. Kenny Mason),2WrldKXSBVbNNm3A9vJryi,71,hip-hop,0.786,0.475,1,-10.902,1,0.248,0.0919,9.6e-06,0.176,0.264,135.0,4
377752,Katy Perry,Harleys In Hawaii,5nCthAh3jt4xKuLJAifAaR,71,dance,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,4
1114689,Zoé,Soñé - En Vivo,2VhJ4nrPorAbySEgO4V0BS,71,alt-rock,0.627,0.476,2,-7.231,1,0.0249,0.132,0.0147,0.716,0.5,83.0,4
549430,George Ezra,Green Green Grass - Sped-Up,1gGeEcwqBNxVqjzjAWvS4N,71,folk,0.601,0.895,1,-4.157,1,0.19,0.102,0.0,0.295,0.817,146.994,4
561986,Genevieve Stokes,Habits,4UGvqm3e7UElrrriPtnhwz,71,indie-pop,0.663,0.287,9,-9.469,1,0.0344,0.854,6.85e-06,0.346,0.438,82.457,4
119736,Route 94,My Love (feat. Jess Glynne),61UQzeiIluhpzpMdY4ag3q,71,dance,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,4
1076577,Shakira,Addicted to You,4zy1s9GnxWsNzZp1688euA,71,dance,0.891,0.809,0,-5.753,1,0.0756,0.0407,0.136,0.0743,0.967,126.023,4
350375,Aya Nakamura,Copines,1Bhm5HNO1cq8olDbBmokyL,71,pop,0.701,0.787,8,-3.941,0,0.0855,0.27,0.0,0.105,0.904,180.027,4
667472,Creed,One Last Breath,42T2QQv3xgBlpQxaSP7lnK,71,alt-rock,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,4
667471,The Shins,New Slang - 2021 Remaster,0NslHuacjxQYfUTOW3HCIV,71,alt-rock,0.67,0.403,0,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,4
656200,Ronan Keating,When You Say Nothing At All,0gcjc7Vt5xtcfmJgf6g2IO,71,rock,0.461,0.448,7,-10.665,1,0.0246,0.161,1.18e-06,0.0811,0.418,173.86,4
654895,The Beatles,I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,71,psych-rock,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,4
541723,Chris Brown,Under The Influence (Body Language),71mHO4fFmS2Xu5XxZbcRND,71,dance,0.62,0.62,1,-6.322,0,0.0375,0.0388,0.000213,0.129,0.459,144.835,4
119699,Clean Bandit,Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,71,dance,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4
1083012,Chino & Nacho,Niña Bonita,4u5xLMRN0dgKBFFN8FiNgv,71,electro,0.676,0.91,9,-5.096,1,0.132,0.257,0.0,0.153,0.716,120.022,4
596354,Calin,Safír,1tpWtFdAuY9chjl5YhzsTP,71,emo,0.711,0.578,8,-7.759,1,0.0814,0.0737,0.0,0.112,0.448,146.097,4
119693,Tinashe,2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,71,dance,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,4
119688,Beyoncé,Drunk in Love (feat. Jay-Z),6jG2YzhxptolDzLHTGLt7S,71,dance,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,4
119678,Tove Lo,Habits (Stay High),14OxJlLdcHNpgsm4DRwDOB,71,dance,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,4
354181,OFFICIAL HIGE DANDISM,115万キロのフィルム,278JqkBGkjDovOYAwE8TW7,71,rock,0.516,0.791,3,-1.927,1,0.0318,0.00345,0.0,0.141,0.48,96.921,4
561114,Dikshant,Aankhon Se Batana,1ZiReD9pPTttQWwSoYqdyH,71,indian,0.544,0.307,10,-11.361,1,0.0334,0.791,0.0,0.11,0.335,177.808,4
598360,Maes,Galactic,3NzxPt9QFCTsFBQ0wPVTDe,71,french,0.79,0.687,8,-7.352,0,0.0685,0.315,0.00107,0.348,0.862,146.05,4
355349,T3R Elemento,Aerolínea Carrillo,0xYTyyfV767E2Vn3hz56kL,71,sad,0.669,0.561,1,-6.613,1,0.0318,0.337,0.0,0.198,0.867,114.405,3
561107,Pritam,"Deva Deva (From ""Brahmastra"")",0IGXY47K2ha3AHfX57wY1O,71,indian,0.534,0.721,0,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062,4
