,artist_name,track_name,track_id,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
432402,Colter Wall,Cowpoke,1FJDhcC36CbA16lMIxgT1F,65,country,0.478,0.366,0,-12.045,1,0.0376,0.4,0.0066,0.0984,0.291,121.683,3
599115,Orochi,Vida Cara,0XHJ2LfnrETLopLCt6xBY6,65,funk,0.713,0.582,1,-5.727,0,0.0518,0.377,0.0,0.0991,0.191,116.919,4
432395,Koe Wetzel,Good Die Young,6vBbirJ0n9L0j1XPtWlG6T,65,country,0.604,0.72,11,-5.628,1,0.0413,0.0396,0.0,0.0583,0.513,118.041,4
376783,Brooks & Dunn,Brand New Man - with Luke Combs,001UkMQHw4zXfFNdKpwXAF,65,country,0.573,0.846,7,-4.866,1,0.0344,0.00372,7.87e-05,0.29,0.562,127.061,4
620336,Natos y Waor,Gold Diggers,1r9Lbgiags0gJAS15Ygmc5,65,spanish,0.775,0.548,6,-8.379,1,0.173,0.351,8.95e-06,0.101,0.282,95.035,4
619109,Debyah,Apogee,4rE5DyWiZPeowXDEkkceeH,65,sleep,0.118,0.00164,8,-37.569,1,0.0483,0.99,0.921,0.0962,0.0414,70.857,5
617290,AgroPlay,AgroVerão,2f4ogaXcvFmdzO7xPlhoV5,65,sertanejo,0.615,0.62,5,-3.217,1,0.0604,0.364,0.0,0.326,0.505,120.061,4
617975,Mimi Webb,Roles Reversed,7iinMLIDWw5QA7d6x0d5HJ,65,singer-songwriter,0.528,0.43,5,-6.1,1,0.0322,0.334,4.09e-06,0.138,0.304,106.436,4
599189,MC Ryan SP,"Zero Amor (feat. MC Tuto, DJ Glenner)",1lDyYAzt18bbDVbhAmd7US,65,funk,0.599,0.556,7,-6.588,0,0.515,0.0798,0.0,0.0762,0.419,89.943,4
377710,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),5N1o6d8zGcSZSeMFkOUQOk,65,dance,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,4
428927,The Millennial Club,feel the same,5imUsSGjd1ok68w4HXh1My,65,chill,0.792,0.659,9,-5.796,1,0.102,0.602,7.06e-05,0.0543,0.621,102.985,4
617309,Luiza Martins,Desconhecido - Ao Vivo,1e73nMt46OzhtYT1GLzue1,65,sertanejo,0.702,0.787,5,-3.671,0,0.0553,0.254,0.0,0.916,0.58,120.953,4
428922,Fiji Blue,Waves,4If7JKEkzeY0WusIrOdQlC,65,chill,0.84,0.338,6,-8.16,1,0.0436,0.135,0.0225,0.0635,0.927,108.024,4
377723,Halsey,Nightmare,340UVheS8z3ncW9TTUhAbc,65,dance,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,4
377724,Chris Brown,Heat (feat. Gunna),1GIYmwtBbPSHrqcSaukZck,65,dance,0.619,0.613,0,-5.83,1,0.0796,0.0614,0.0,0.117,0.483,82.419,4
428915,keshi,B.Y.S.,2yyluSgySg95O24RBkgrMR,65,chill,0.632,0.653,9,-6.646,1,0.0379,0.508,0.0,0.265,0.355,99.997,4
377733,Halsey,Without Me (with Juice WRLD),6Zc5f20q7sOe1IC1c1jQvZ,65,dance,0.744,0.514,6,-6.103,1,0.0746,0.355,0.0,0.184,0.449,136.013,4
424345,Fabrizio Paterlini,Waltz,73fZnvwSUlWwt9LLRkknzs,65,ambient,0.27,0.0516,8,-33.766,0,0.0442,0.986,0.953,0.112,0.199,87.587,4
384359,SHAED,Trampoline (with ZAYN),2ez6qvOTHKeI3ss80NGqnI,65,electro,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,4
384360,Billie Eilish,bad guy (with Justin Bieber),3yNZ5r3LKfdmjoS3gkhUCT,65,electro,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,4
410222,Maná,Rayando El Sol (feat. Pablo Alborán),3uKdu7AtigAJ8GgTu0yJTe,65,rock,0.627,0.456,7,-7.143,1,0.0281,0.314,0.0,0.0901,0.193,122.025,4
398011,Badshah,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",6q9XTgfWilsnyiFofvYrIF,65,hip-hop,0.788,0.87,9,-5.217,1,0.177,0.123,1.43e-05,0.0692,0.884,109.974,4
397330,SiR,John Redcorn,5ibTi2YwtvbB1bTOv2I93d,65,hip-hop,0.734,0.438,6,-6.124,0,0.0865,0.224,0.00292,0.215,0.645,143.961,4
397333,NF,Only,5lehoWkVPujeOAwb8BO0uK,65,hip-hop,0.868,0.654,9,-4.832,0,0.0766,0.208,0.0,0.187,0.299,138.02,4
406458,Noah Kahan,Mess,1BlQWQgGP84r4GYUVty4Ar,65,pop,0.442,0.826,10,-5.32,1,0.0775,0.176,0.0,0.0978,0.601,80.848,4
397339,Drake,Can I,3e0ZGE7Gp034iLknjQk4QW,65,hip-hop,0.643,0.178,4,-8.56,0,0.0588,0.484,0.0108,0.122,0.0674,85.042,4
397356,Lil Nas X,Rodeo,4ak7xjvBeBOcJGWFDX9w5n,65,hip-hop,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,4
606478,boygenius,Emily I'm Sorry,7spSF5EKaCeO6wOsvy5271,65,indie-pop,0.576,0.399,11,-12.122,1,0.052,0.896,0.157,0.104,0.46,135.933,4
397387,Santa Fe Klan,Tu Y Yo,5PsPtFfCkmkROnhEW9piqR,65,hip-hop,0.892,0.423,3,-10.048,0,0.125,0.503,0.0,0.0889,0.801,135.96,4
611494,FiNCH,TATTOO,5etNJIDM60NiNQki6Iqzmn,65,party,0.68,0.856,11,-6.001,0,0.171,0.00556,0.0,0.105,0.512,75.989,4
397468,Aventura,Inmortal,2swZ0X1njeU32SNJeBKIfW,65,hip-hop,0.77,0.775,8,-4.65,0,0.0349,0.178,0.0,0.0651,0.848,124.013,4
397535,Lunay,Aventura,37zdqI4r1gswIzczSBkRon,65,hip-hop,0.729,0.726,5,-3.208,1,0.0422,0.223,0.0,0.101,0.876,92.025,4
397603,Justin Quiles,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",1ndyl3wJCFs872XZ3ztPk6,65,hip-hop,0.743,0.709,3,-3.922,0,0.0879,0.0451,5.18e-06,0.0809,0.831,170.001,4
398037,Gurinder Gill,Faraar,72H6G8v9xyuwdRBaTkoT5G,65,hip-hop,0.899,0.529,7,-8.686,0,0.218,0.293,3.3e-05,0.0914,0.271,89.864,4
406465,Khalid,Outta My Head (with John Mayer),09oZ9eXQ2fo6YDrPzJqAoP,65,pop,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,4
399093,Maggie Rogers,Light On,6UnCGAEmrbGIOSmGRZQ1M2,65,indie-pop,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,4
399098,Still Woozy,Habit,4BsLwvaJOTOHDNg7xMpvrL,65,indie-pop,0.767,0.392,1,-11.996,1,0.0945,0.154,0.000398,0.108,0.48,125.017,4
399105,Jack Stauber's Micropop,Choice,57YgVR1hxgSVPMhI3ckK92,65,indie-pop,0.528,0.647,4,-7.278,0,0.23,0.161,0.167,0.199,0.755,125.647,4
399106,Pity Party (Girls Club),Somewhere in the Universe,2sLAKUdiwa7Ik8XY2ow3DE,65,indie-pop,0.383,0.461,3,-10.844,1,0.0592,0.427,0.367,0.119,0.106,172.221,4
399110,awfultune,I Met Sarah in the Bathroom,0mr8FAnN9X70p5KRUwMIJx,65,indie-pop,0.675,0.408,0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,4
399373,Arthur Nery,Binhi,092cPwFlwBXdB3QF3X469W,65,indie-pop,0.46,0.311,5,-10.235,1,0.0319,0.961,0.000819,0.189,0.22,124.193,4
401165,BLACKPINK,Don't Know What To Do,38SKB7UfhL6Sd6Joxex5yK,65,k-pop,0.628,0.64,6,-4.164,0,0.0491,0.0992,0.0,0.138,0.409,129.815,4
401167,TOMORROW X TOGETHER,CROWN,0EmYZZ8OqeALedVhijSjsg,65,k-pop,0.623,0.8,5,-5.819,1,0.0424,0.0497,0.0,0.0619,0.58,110.979,4
401169,BTS,Dionysus,2Wkm4JBcIV2uSuu4qlbqFN,65,k-pop,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,4
606568,Måneskin,IL DONO DELLA VITA,2Ppbl9UwcKfc7yaVgkBTNd,65,indie-pop,0.293,0.775,7,-4.455,0,0.0283,0.000734,0.0109,0.122,0.312,101.488,4
606559,Måneskin,KOOL KIDS,2psPo5syHobyRjH1shxFsf,65,indie-pop,0.492,0.8,1,-2.357,1,0.0814,0.00351,1.01e-05,0.144,0.289,154.756,4
406462,iann dior,gone girl,3iH29NcCxYgI5shlkZrUoB,65,pop,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,4
397329,NF,Leave Me Alone,3EtyEzMpfKSaoVhPunvbRV,65,hip-hop,0.722,0.741,1,-3.72,1,0.19,0.249,0.0,0.151,0.46,162.11,4
605286,Lil Yachty,sAy sOMETHINg,1G7wqLzQQ3tveTYHcO5uVN,65,hip-hop,0.593,0.648,9,-7.029,0,0.142,0.0791,0.014,0.0887,0.472,154.027,4
390833,Midian Lima,Não Pare,3VCfmjE0oEMYQUil14wd0J,65,gospel,0.517,0.59,4,-6.67,1,0.0393,0.277,0.0,0.113,0.129,129.8,4
410169,Panic! At The Disco,Into the Unknown - Panic! At The Disco Version,421eObjg0DTm2qajJl5OJm,65,rock,0.456,0.828,1,-6.225,1,0.077,0.0244,0.0,0.21,0.313,116.719,4
605401,Bryant Myers,On Fleek,6plOBNhg7WOoCdtLGAGp43,65,hip-hop,0.81,0.671,10,-5.527,0,0.177,0.436,0.0,0.124,0.9,90.989,4
406695,Amaal Mallik,"Chale Aana (From ""De De Pyaar De"")",6vuMdb0E8buJeSHArN3dXk,65,pop-film,0.368,0.587,6,-6.676,0,0.0378,0.309,0.0,0.149,0.391,143.687,4
386107,Dermot Kennedy,Outnumbered,6UjZ2Yx2g2a52XxiA8ONxZ,65,folk,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,4
406668,Luis Fonsi,Imposible,4cuGZb0iFyHtwaSKdKrJkF,65,pop,0.783,0.738,11,-4.078,1,0.0741,0.127,0.0,0.127,0.925,90.976,4
406664,Reik,Aleluya,23CsjGOYDQiJpX44BSn9TM,65,pop,0.81,0.716,8,-2.3,1,0.0694,0.0478,0.0,0.0678,0.689,96.029,4
387876,PNL,Au DD,5lCxlSBFyP5g4EhVypAoOu,65,french,0.777,0.698,6,-7.706,0,0.0704,0.293,2.32e-05,0.0908,0.119,119.963,4
605553,Nanpa Básico,Me Gustas Más Que Salir a Fumar,3e5qNP3CSArQiLLBMJQkUM,65,hip-hop,0.836,0.542,5,-6.828,1,0.0375,0.779,0.00141,0.085,0.586,132.076,4
387896,Ninho,Maman ne le sait pas (feat. Niska),5c2HadbVTsMKjja4gohEFI,65,french,0.755,0.875,7,-5.944,0,0.193,0.399,0.0,0.115,0.393,145.008,4
388514,MC Levin,Sua amiga vou sarrar,6PyRfJN2K5Sm1vfOuF4Z9z,65,funk,0.921,0.533,9,-3.408,0,0.0749,0.433,0.0,0.0832,0.673,130.014,4
605573,MELON,Gimme! Gimme! Gimme! (A Man After Midnight) [Dance],53dN5dvRarTOlebwo1G2BR,65,house,0.781,0.744,7,-5.588,0,0.0381,0.00673,0.00883,0.106,0.307,126.005,4
390834,Casa Worship,Eu Te Vejo Em Tudo,7DWmnmZJicTPIxoZb0m9Go,65,gospel,0.397,0.647,8,-6.497,1,0.0358,0.509,0.0172,0.366,0.143,129.911,4
397312,A$AP Rocky,Babushka Boi,643PW82aBMUa1FiWi5VQY7,65,hip-hop,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,4
390838,Theo Rubia,Pode Morar Aqui,3SSb1jUojmZLbml3S3f9bN,65,gospel,0.231,0.65,3,-8.505,1,0.0475,0.0422,0.000129,0.0797,0.132,134.028,4
394951,The Prophet,Wanna Play?,6iBL6TOzsO75Yz0cG1MO0o,65,hardcore,0.569,0.996,5,-0.45,1,0.224,0.198,0.0114,0.707,0.461,100.02,3
406515,Ayo & Teo,Fly N Ghetto,5PLe67zeDKnMamxEZi9LrA,65,pop,0.907,0.59,7,-6.941,0,0.115,0.359,3.47e-05,0.107,0.407,99.982,4
397280,NLE Choppa,Famous Hoes,35Xf2ABjPzUXKz19akd7Jj,65,hip-hop,0.732,0.627,4,-5.693,0,0.161,0.346,0.0,0.261,0.332,81.481,4
397288,Dreamville,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",5WnfnSpuNEGXyEt78PBA6d,65,hip-hop,0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,4
406484,Cuco,Bossa No Sé (feat. Jean Carter),3kEsMLO3qUUwiXeCndsMIb,65,pop,0.825,0.678,4,-5.401,1,0.0461,0.519,0.0,0.115,0.43,134.12,4
406482,Yot Club,no way !,3IwadYiQKN7O51JgIH9PBC,65,pop,0.651,0.696,7,-7.889,1,0.0314,0.0949,0.903,0.387,0.62,130.27,4
397306,"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,5A0M6B0RBSXSNWv0wcppZ9,65,hip-hop,0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952,4
397310,"Tyler, The Creator",WHAT'S GOOD,6bOkaEXc5CopinGazSLokx,65,hip-hop,0.458,0.909,1,-6.553,1,0.487,0.0567,4.26e-06,0.11,0.449,118.227,4
406474,Yot Club,japan,0H7Wdgn1C7vFy4z0o2kBUZ,65,pop,0.639,0.82,5,-6.782,1,0.0448,0.086,0.939,0.207,0.369,165.895,4
397311,Lil Baby,Woah,598yNsG1JFrGd4n2kMoz7F,65,hip-hop,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,4
376776,Tanner Usrey,Beautiful Lies,79mhanCpqQI1mI2Z1dNU94,65,country,0.622,0.178,0,-9.6,1,0.0424,0.885,1.02e-05,0.106,0.25,99.82,5
598930,Orochi,Iluminado,3jwlXvfPNOiATnucQH6BrO,65,funk,0.7,0.662,1,-5.716,1,0.0883,0.15,0.0,0.0951,0.708,121.996,4
452974,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),0JjM9bKm4wrwohMslcm892,65,hip-hop,0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,4
376772,Thomas Rhett,Beer Can’t Fix,7idmHTAQQPUFqdjXkoooXD,65,country,0.711,0.774,7,-4.068,1,0.0308,0.0317,0.0,0.124,0.939,111.016,4
674746,Diddy,Bad Boy for Life,2eOuL8KesslTLQERQPu11D,65,dance,0.669,0.829,1,-3.801,1,0.49,0.179,0.0,0.241,0.61,118.934,4
345707,Shinedown,MONSTERS,1qAuIPMALdFtGv2Ymjy5l0,65,metal,0.487,0.9,5,-4.54,1,0.0529,0.00204,6.42e-06,0.11,0.377,149.959,4
350227,Maroon 5,What Lovers Do (feat. SZA),2j5hsQvApottzvTn4pFJWF,65,pop,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,4
674732,Michelle Branch,Everywhere,1u0l8zWpQeMYStFkc2mLD7,65,dance,0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,4
674731,Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,6MLsahMK3VvH9NUwXOktdS,65,dance,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,4
350250,Conan Gray,Crush Culture,2sHwSBNDZN2yjCtgwStYt1,65,pop,0.522,0.765,0,-5.395,1,0.193,0.146,0.0,0.0866,0.455,180.065,4
350252,Pat Barrett,Build My Life,2UeOsbOZ3h1QxUX2Jfw42j,65,pop,0.431,0.591,8,-6.198,1,0.0298,0.112,0.0,0.129,0.274,144.012,4
350254,Ella Mai,Naked - Bonus Track,0SbOpoBzBBCqWIcvo94JeD,65,pop,0.356,0.388,9,-8.532,1,0.0652,0.782,0.0,0.109,0.573,175.123,4
674730,Jagged Edge,Where the Party At (feat. Nelly),5mNV8Mz59bzyuQ53gTw0c0,65,dance,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,5
350266,Joji,ATTENTION,5aqu5xhPqoOWqF71PkfgM8,65,pop,0.787,0.312,7,-12.401,1,0.0383,0.895,0.0224,0.115,0.425,119.899,4
350267,Joji,Demons,77UXyXy6qie0sOtLdEIH4A,65,pop,0.458,0.378,2,-11.354,0,0.15,0.416,0.0919,0.0966,0.037,168.232,3
350326,Lele Pons,Celoso,33zcmmElV1YbRZe57biUjg,65,pop,0.746,0.703,4,-4.179,0,0.107,0.352,0.0,0.331,0.667,166.043,4
350341,LANY,Thick And Thin,3D110t9ctcoOoylXsc3iR8,65,pop,0.697,0.551,5,-6.179,0,0.0282,0.059,0.0,0.0762,0.339,99.996,4
595147,Skrillex,Ceremony,4DmqWDZUtoxBX7wg9eCgzF,65,edm,0.791,0.679,1,-5.274,1,0.056,0.0939,0.000139,0.274,0.586,140.042,4
350356,Lady Gaga,I'll Never Love Again - Extended Version,2fbJ5Msx8KoDKpyufH5YsU,65,pop,0.406,0.359,7,-6.145,1,0.0293,0.685,3.67e-06,0.122,0.202,109.246,4
595148,Skrillex,Leave Me Like This,6NRvZuFXn2ixp8YdzUvG5n,65,edm,0.671,0.84,1,-8.199,1,0.0581,0.00113,0.473,0.109,0.233,124.977,4
595149,Skrillex,Tears,29tRu5BqKiUDAoWLKIO3RN,65,edm,0.697,0.633,5,-5.288,0,0.1,0.00182,0.2,0.109,0.369,140.216,4
595150,Skrillex,Supersonic (my existence),3qL63QvSTHvC4Uw8eEhz4z,65,edm,0.555,0.676,9,-6.531,0,0.152,0.0144,0.00684,0.109,0.0649,85.889,4
444211,Mc Kevin,Terapia,5ROyrHNiEx9DeZ5SONjVbM,65,funk,0.811,0.52,8,-7.977,1,0.0737,0.534,4.84e-05,0.0988,0.692,171.963,4
444137,MC Gontijo,Baile do Cinga do 12,5GH9iPvJd3RlOBlMM2R3ME,65,funk,0.879,0.568,10,1.034,1,0.417,0.308,0.0,0.163,0.575,131.907,4
667498,Tenacious D,Tribute,6crBy2sODw2HS53xquM6us,65,alt-rock,0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,4
444121,MC Luan da BS,Privilégio,2ASs0n7ukfyxAxDtdir4vF,65,funk,0.567,0.645,3,-1.842,0,0.0817,0.623,0.00294,0.0822,0.888,85.107,5
667493,Papa Roach,Between Angels And Insects,24z528iI9kZu5LbkLainjI,65,alt-rock,0.519,0.961,2,-3.214,0,0.0642,0.000207,0.000419,0.195,0.344,93.466,4
443420,OBOY,Cabeza,66tNDqYNR2S6Svwgm3BMi9,65,french,0.884,0.566,5,-7.398,0,0.046,0.123,3.25e-06,0.106,0.565,106.983,4
667487,Dope,Die MF Die,5bU4KX47KqtDKKaLM4QCzh,65,alt-rock,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,4
674756,Shakira,Underneath Your Clothes,15f8Cv8RXUlOOCIf2oaceN,65,dance,0.616,0.597,8,-5.328,1,0.0415,0.691,0.0,0.104,0.362,165.508,4
674758,Backstreet Boys,Drowning,0AiTIiCQ15NW8QHQwSxKuR,65,dance,0.568,0.782,6,-5.968,1,0.0396,0.0799,0.0,0.0985,0.481,141.942,4
674778,Lasgo,Something,3e9L9HiHKcfYLAga28Vmcf,65,dance,0.644,0.981,7,-6.644,0,0.0439,0.0271,9.67e-05,0.11,0.379,140.012,4
452906,NAV,Turks (with Gunna & ft. Travis Scott),7IMwEtpAiJanqF6vQteZN2,65,hip-hop,0.894,0.618,7,-4.356,0,0.129,0.0808,0.0,0.558,0.379,119.1,4
342812,Mitski,Why Didn't You Stop Me?,2nifujUVU1XyhTSHI2kQ8g,65,indie-pop,0.609,0.859,0,-5.215,1,0.0436,0.000358,0.111,0.0749,0.558,120.038,4
342813,girl in red,summer depression,3SEZEyvEALlomED5xFeqOs,65,indie-pop,0.693,0.308,9,-15.635,1,0.0442,0.645,0.476,0.127,0.677,129.943,4
452921,$NOT,Moon & Stars (feat. Maggie Lindemann),3oGbHF3Kdwf3AsRCbBjUxu,65,hip-hop,0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518,4
452919,Oliver Tree,Hurt,6Ph8QwsRfZunN5e1GGBIqa,65,hip-hop,0.563,0.784,0,-5.875,1,0.0402,0.0173,0.0,0.467,0.424,93.992,4
591180,Chlöe,Pray It Away,06dQ2rcBkq7z3AEZ4jhvc2,65,dance,0.611,0.626,7,-5.087,1,0.0778,0.337,0.0,0.115,0.48,100.129,4
343032,Måneskin,L'altra dimensione,36ONZ2CvV8KsLPapNPGTqa,65,indie-pop,0.715,0.839,5,-2.35,0,0.0602,0.524,0.0,0.266,0.539,111.371,4
591185,ILLENIUM,Insanity,01Cbf3nijsIYjKcqdDGvqa,65,dance,0.509,0.861,2,-3.463,1,0.0453,0.0206,0.0,0.337,0.513,158.02,4
452913,Oliver Tree,Alien Boy,3BIIJgBJJ7NhhCv4MI6n7w,65,hip-hop,0.792,0.576,1,-7.046,1,0.132,0.0597,0.0,0.186,0.52,130.135,4
452912,Mac Miller,Hand Me Downs,2Yv2mHzr5AQavVdwQjEokV,65,hip-hop,0.677,0.33,2,-11.198,1,0.149,0.474,0.000871,0.064,0.336,68.985,4
343037,Måneskin,Morirò da Re,1aX0Ki80LFzzhqxqRlqbAV,65,indie-pop,0.605,0.881,10,-2.563,1,0.153,0.123,0.0,0.038,0.928,193.788,4
688841,The Beatnuts,Se Acabo (feat. Method Man) - Remix,4F3AZKEJubvPsl0hBArVBW,65,hardcore,0.935,0.519,6,-6.482,0,0.31,0.156,0.0,0.425,0.884,96.97,4
688342,Titãs,Epitáfio,35J9vakuC3f18QTolNAQ6E,65,hard-rock,0.723,0.611,7,-7.006,1,0.0303,0.481,1.44e-05,0.11,0.261,111.813,4
674781,Robbie Williams,Somethin' Stupid,4kSKacywUJHdhyst4PL6pl,65,dance,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,4
344868,BTS,134340,1MX0g22bQkr9HDVe37fLnN,65,k-pop,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,4
452896,Money Man,24,2FVMbLuIxo0dz3KLXgN6Jh,65,hip-hop,0.842,0.715,2,-6.03,1,0.0912,0.0265,0.0554,0.0831,0.428,126.021,4
452893,Playboi Carti,Over,08dz3ygXyFur6bL7Au8u8J,65,hip-hop,0.622,0.946,7,-3.593,0,0.0534,0.044,0.0,0.0838,0.336,130.07,4
452892,Lil Baby,Commercial (feat. Lil Uzi Vert),3tDqEKKUs6gf8zMvSuLyLA,65,hip-hop,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,4
344877,BTS,Paradise,1YO4xJXhh9A1Feg9k8xuy2,65,k-pop,0.551,0.828,5,-5.523,1,0.352,0.214,0.0,0.0571,0.928,139.662,4
344878,j-hope,Daydream (백일몽),56sdcbPR74RxqmKVbQzJ8s,65,k-pop,0.749,0.961,8,-6.518,0,0.0874,0.00512,0.0,0.175,0.859,116.037,4
344879,BTS,Intro: Singularity,5rNZsITjXf23iFkRA924FV,65,k-pop,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,3
452879,Migos,Need It,6mtjo5kIHKlboGE84lf1FJ,65,hip-hop,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,4
679472,Daft Punk,Digital Love,2VEZx7NWsZ1D0eJ4uv5Fym,65,electro,0.644,0.664,9,-8.398,1,0.0332,0.048,0.867,0.342,0.53,124.726,4
344889,BTS,I'm Fine,7HYJqAMbKDJYRyEfUGOCBB,65,k-pop,0.511,0.84,11,-2.781,0,0.103,0.00852,0.0,0.346,0.303,87.605,4
344890,IZ*ONE,La Vie en Rose,3WfaJhCL4p2JbdffJjV6Va,65,k-pop,0.699,0.907,9,-1.208,0,0.0544,0.0868,0.0,0.115,0.621,115.978,4
595279,VINAI,Ghost Town (Lucas Estrada Remix),0ndg56b510prqHlImqJoxG,65,edm,0.72,0.93,8,-5.021,0,0.0404,0.0257,0.000611,0.107,0.634,125.038,4
595320,Timmy Trumpet,Mas Que Nada (with Marnik),1BNawYa1bUgOfRSSyQQzNe,65,edm,0.551,0.991,5,-4.703,0,0.0503,0.0121,0.896,0.0953,0.172,126.016,4
595389,Janelle Monáe,Float (feat. Seun Kuti & Egypt 80),2JIY6nN5kkkfNz0TckPqYu,65,electro,0.783,0.504,5,-5.349,0,0.124,0.202,0.0,0.854,0.334,126.009,4
630470,Joe,I Wanna Know,1m2xMsxbtxv21Brome189p,65,dance,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,4
637073,Mägo de Oz,Haste Que El Cuerpo Aguante,5Q2uU5NGcS0mKwmgF28kRZ,65,folk,0.564,0.812,11,-5.432,0,0.0767,0.0407,0.0,0.12,0.616,95.969,4
598583,Hamza,Plus Jamais La Même,2KwhL5FVELiEoyCj59CRwV,65,french,0.838,0.436,6,-10.784,0,0.503,0.2,1.08e-06,0.103,0.372,139.944,4
361630,Jungle,Casio,44ZKnfWEkp7wPs035j4Tua,65,soul,0.816,0.492,10,-7.464,0,0.0752,0.431,0.0896,0.0995,0.765,115.989,4
598587,Josman,"Tulum, México",1uBWiynww2fieq2m6vNlKd,65,french,0.854,0.44,1,-9.109,0,0.448,0.342,0.0,0.0951,0.387,143.975,4
635084,Darude,Sandstorm,3dxDj8pDPlIHCIrUPXuCeG,65,edm,0.532,0.967,11,-7.977,0,0.0457,0.146,0.985,0.115,0.59,136.083,4
598595,Djadja & Dinaz,Full Black,2JCHDoITWNBZXeXzDtGiH2,65,french,0.56,0.6,7,-7.864,0,0.159,0.537,0.00663,0.145,0.596,121.512,4
433266,FLETCHER,Bitter,5Z0AM9HW78XIyZqF2BPasr,65,dance,0.724,0.594,6,-7.126,0,0.102,0.393,0.00116,0.0889,0.413,136.002,4
630479,*NSYNC,This I Promise You,46n2EGFnPC3tzWCN1Aqe26,65,dance,0.55,0.587,2,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,4
598606,Djadja & Dinaz,J'connais,0qXimz42wMirNPwbOuXPuN,65,french,0.79,0.529,7,-9.701,0,0.105,0.43,0.0,0.135,0.749,136.97,4
433261,Ariana Grande,nasty,0sci7ppTZFm4mjcH3nu8yO,65,dance,0.772,0.506,6,-6.558,0,0.139,0.0814,1.1e-05,0.182,0.456,127.894,4
630478,Britney Spears,Stronger,5QhBKPqsnX1uY9fZNaAtZg,65,dance,0.707,0.923,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.842,108.049,4
368577,Cigarettes After Sex,Falling In Love,4m1jesCFX1gQtIRFirfwCW,65,ambient,0.482,0.267,7,-11.638,1,0.0262,0.722,0.02,0.125,0.347,140.617,4
433319,Lauv,Fake,1oz3gEoNWHAS3pjwThdSJb,65,dance,0.703,0.656,6,-5.363,0,0.078,0.139,0.0,0.0947,0.455,82.964,4
433241,Megan Thee Stallion,Captain Hook,1E3VQQWFQAPJkXfYHjqWoI,65,dance,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991,4
